position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Wall, John^",71.1,"$10,400",WASHINGTON WIZARDS,@ bos, 119-129,47:06,   40pt 3rb 13as 3st 3bl 4to 3trey 16-32fg 5-7ft
PG,"Thomas, Isaiah^",67.8,"$9,300",BOSTON CELTICS,v was, 129-119,44:33,   53pt 4rb 4as 3st 2to 5trey 18-33fg 12-13ft
PG,"Curry, Stephen^",35.9,"$9,900",GOLDEN STATE WARRIORS,v uta, 106-94,29:59,   22pt 7rb 5as 1st 4to 1trey 7-11fg 7-7ft
PG,"Rozier, Terry",27.2,"$2,300",BOSTON CELTICS,v was, 129-119,25:07,   12pt 6rb 4as 1st 2trey 3-8fg 4-4ft
SG,"Bradley, Avery^",25.3,"$6,400",BOSTON CELTICS,v was, 129-119,35:08,   14pt 4rb 1as 3st 1bl 3to 2trey 6-16fg
SG,"Smart, Marcus",24.3,"$6,000",BOSTON CELTICS,v was, 129-119,39:20,   9pt 4rb 5as 2st 1bl 3to 1trey 3-7fg 2-6ft
SG,"Beal, Bradley^",22,"$7,900",WASHINGTON WIZARDS,@ bos, 119-129,47:15,   14pt 5rb 4as 1st 6to 1trey 4-15fg 5-6ft
PG,"Mack, Shelvin",21.4,"$2,500",UTAH JAZZ,@ gsw, 94-106,20:58,   6pt 7rb 4as 1st 1to 2-7fg 2-2ft
SG,"Thompson, Klay^",20.4,"$7,300",GOLDEN STATE WARRIORS,v uta, 106-94,30:35,   15pt 2rb 2as 3trey 6-13fg
PG,"Livingston, Shaun",19.5,"$1,500",GOLDEN STATE WARRIORS,v uta, 106-94,20:16,   9pt 5rb 1as 1st 1bl 1to 4-5fg 1-1ft
SG,"Hood, Rodney",18.5,"$4,000",UTAH JAZZ,@ gsw, 94-106,22:41,   12pt 5rb 1as 1to 6-12fg
PG,"Hill, George^",15.3,"$6,000",UTAH JAZZ,@ gsw, 94-106,27:45,   7pt 4rb 3as 1to 1trey 3-9fg
PG,"Exum, Dante",12,"$1,500",UTAH JAZZ,@ gsw, 94-106,11:54,   7pt 2as 1st 1trey 3-3fg
SG,"Clark, Ian",8.4,"$3,000",GOLDEN STATE WARRIORS,v uta, 106-94,18:01,   6pt 2rb 3-6fg
PG,"Neto, Raul",2,"$1,500",UTAH JAZZ,@ gsw, 94-106,2:52,   2pt 1-1fg
PG,"Jennings, Brandon",1.2,"$2,600",WASHINGTON WIZARDS,@ bos, 119-129,11:39,   0pt 1rb 0-2fg
SG,"McCaw, Patrick",0,"$3,500",GOLDEN STATE WARRIORS,v uta, 106-94,3:22,   0pt 0-1fg
SG,"Satoransky, Tomas",0,"$2,300",WASHINGTON WIZARDS,@ bos, 119-129,DNP,   
SG,"Green, Gerald",0,"$2,100",BOSTON CELTICS,v was, 129-119,DNP,   
PG,"Burke, Trey",0,"$1,500",WASHINGTON WIZARDS,@ bos, 119-129,DNP,   
SG,"McClellan, Sheldon",0,"$1,500",WASHINGTON WIZARDS,@ bos, 119-129,DNP,   
PG,"Jackson, Demetrius",0,"$1,500",BOSTON CELTICS,v was, 129-119,NA,   
SG,"Burks, Alec",0,"$1,500",UTAH JAZZ,@ gsw, 94-106,NA,   
PF,"Green, Draymond^",43.6,"$8,800",GOLDEN STATE WARRIORS,v uta, 106-94,34:14,   17pt 8rb 6as 2st 2bl 2trey 5-10fg 5-7ft
SF,"Crowder, Jae^",33.4,"$6,200",BOSTON CELTICS,v was, 129-119,41:01,   14pt 7rb 4as 1st 2bl 1to 4-9fg 6-9ft
SF,"Porter, Otto^",31.8,"$4,900",WASHINGTON WIZARDS,@ bos, 119-129,38:05,   13pt 9rb 4as 2bl 2to 1trey 5-12fg 2-2ft
PF,"Morris, Markieff^",31.7,"$5,900",WASHINGTON WIZARDS,@ bos, 119-129,26:49,   16pt 6rb 3as 2st 1bl 2to 1trey 6-11fg 3-3ft
SF,"Durant, Kevin^",31.5,"$9,900",GOLDEN STATE WARRIORS,v uta, 106-94,30:58,   17pt 5rb 5as 1st 1to 1trey 7-17fg 2-2ft
SF,"Hayward, Gordon^",27.8,"$8,500",UTAH JAZZ,@ gsw, 94-106,34:32,   12pt 4rb 4as 2st 1bl 1to 2trey 4-15fg 2-2ft
PF,"West, David",25.3,"$3,200",GOLDEN STATE WARRIORS,v uta, 106-94,17:37,   4pt 4rb 7as 1st 2bl 2-3fg
PF,"Oubre, Kelly",20.4,"$3,500",WASHINGTON WIZARDS,@ bos, 119-129,27:45,   12pt 7rb 2trey 5-11fg
SF,"Iguodala, Andre",19.1,"$5,200",GOLDEN STATE WARRIORS,v uta, 106-94,23:36,   4pt 3rb 5as 1st 1bl 2-8fg
PF,"Johnson, Joe^",18,"$5,700",UTAH JAZZ,@ gsw, 94-106,22:23,   11pt 5rb 2as 2to 3trey 4-10fg
PF,"Smith, Jason",15.7,"$3,900",WASHINGTON WIZARDS,@ bos, 119-129,16:26,   10pt 1rb 1as 2bl 1to 2trey 4-6fg
SF,"Ingles, Joe^",11.4,"$4,900",UTAH JAZZ,@ gsw, 94-106,23:18,   5pt 2rb 4as 2to 1trey 2-5fg
PF,"Lyles, Trey",10.7,"$2,500",UTAH JAZZ,@ gsw, 94-106,5:37,   7pt 1rb 1as 1st 1to 1trey 3-4fg
PF,"Favors, Derrick",10,"$5,800",UTAH JAZZ,@ gsw, 94-106,12:08,   4pt 5rb 2-5fg
PF,"Diaw, Boris",9.9,"$3,000",UTAH JAZZ,@ gsw, 94-106,20:00,   4pt 2rb 1as 1st 1bl 2to 1-2fg 2-2ft
SF,"Brown, Jaylen",9.4,"$2,200",BOSTON CELTICS,v was, 129-119,11:41,   4pt 2rb 2as 2-3fg
PF,"Bolomboy, Joel",5.2,"$1,600",UTAH JAZZ,@ gsw, 94-106,5:16,   4pt 1rb 2-2fg
SF,"Bogdanovic, Bojan",2.4,"$4,000",WASHINGTON WIZARDS,@ bos, 119-129,8:22,   0pt 2rb 0-2fg
SF,"Barnes, Matt",1.5,"$1,500",GOLDEN STATE WARRIORS,v uta, 106-94,4:00,   0pt 1as 0-1fg
PF,"Johnson, Amir^",1,"$2,500",BOSTON CELTICS,v was, 129-119,4:31,   0pt 1bl 1to
PF,"McAdoo, James Michael",0,"$1,900",GOLDEN STATE WARRIORS,v uta, 106-94,3:24,   0pt 0-1fg
PF,"Ochefu, Daniel",0,"$1,500",WASHINGTON WIZARDS,@ bos, 119-129,DNP,   
PF,"Jerebko, Jonas",0,"$1,600",BOSTON CELTICS,v was, 129-119,DNP,   
SF,"Young, James",0,"$1,700",BOSTON CELTICS,v was, 129-119,DNP,   
PF,"Mickey, Jordan",0,"$1,500",BOSTON CELTICS,v was, 129-119,NA,   
PF,"McCullough, Chris",0,"$1,500",WASHINGTON WIZARDS,@ bos, 119-129,NA,   
PF,"Looney, Kevon",0,"$1,500",GOLDEN STATE WARRIORS,v uta, 106-94,NA,   
C,"Horford, Al^",36.9,"$8,300",BOSTON CELTICS,v was, 129-119,42:32,   15pt 12rb 3as 1st 2bl 3to 1trey 6-9fg 2-2ft
C,"Gortat, Marcin^",34.5,"$6,000",WASHINGTON WIZARDS,@ bos, 119-129,41:33,   14pt 10rb 3as 1st 2bl 2to 6-8fg 2-4ft
C,"Gobert, Rudy^",31.1,"$9,600",UTAH JAZZ,@ gsw, 94-106,30:36,   13pt 8rb 3as 1st 2bl 2to 5-7fg 3-6ft
C,"Pachulia, Zaza^",12.2,"$4,000",GOLDEN STATE WARRIORS,v uta, 106-94,14:01,   10pt 1rb 1bl 1to 3-4fg 4-4ft
C,"Olynyk, Kelly",11.9,"$5,000",BOSTON CELTICS,v was, 129-119,21:08,   8pt 2rb 3as 3to 2trey 3-3fg
C,"McGee, JaVale",4,"$4,000",GOLDEN STATE WARRIORS,v uta, 106-94,9:57,   2pt 1bl 1-2fg
C,"Zeller, Tyler",0,"$1,500",BOSTON CELTICS,v was, 129-119,DNP,   
C,"Mahinmi, Ian",0,"$1,500",WASHINGTON WIZARDS,@ bos, 119-129,NA,   
C,"Withey, Jeff",0,"$2,600",UTAH JAZZ,@ gsw, 94-106,NA,   
C,"Jones, Damian",0,"$1,500",GOLDEN STATE WARRIORS,v uta, 106-94,NA,   
