position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Beal, Bradley^",62.2,"$9,600",WASHINGTON WIZARDS,@ det, 112-121,41:11,   32pt 6rb 10as 2st 1bl 1to 2trey 9-19fg 12-12ft
SG,"Harden, James^",61.1,"$13,300",HOUSTON ROCKETS,v dal, 120-104,35:33,   31pt 8rb 7as 5st 5to 6trey 9-23fg 7-7ft
PG,"Westbrook, Russell^",57.3,"$12,100",OKLAHOMA CITY THUNDER,v por, 120-111,36:53,   21pt 14rb 11as 1st 2bl 6to 1trey 5-19fg 10-13ft
SG,"Russell, D'Angelo^",56.4,"$8,600",BROOKLYN NETS,@ tor, 125-127,33:47,   28pt 7rb 14as 1st 4to 2trey 10-22fg 6-8ft
PG,"Lillard, Damian^",53.4,"$10,200",PORTLAND TRAIL BLAZERS,@ okc, 111-120,36:49,   31pt 7rb 6as 2st 1bl 4to 3trey 9-22fg 10-11ft
PG,"Walker, Kemba^",52.3,"$10,000",CHARLOTTE HORNETS,@ ind, 90-99,38:36,   34pt 9rb 3as 2st 3to 4trey 10-23fg 10-12ft
SG,"Williams, Louis",48.2,"$7,900",LOS ANGELES CLIPPERS,@ min, 120-130,33:59,   45pt 1rb 4as 1st 7to 3trey 13-25fg 16-16ft
SG,"LaVine, Zach^",47.5,"$7,800",CHICAGO BULLS,v mil, 99-112,35:59,   27pt 5rb 7as 1st 1bl 2to 4trey 9-19fg 5-5ft
PG,"Paul, Chris^",41.9,"$7,800",HOUSTON ROCKETS,v dal, 120-104,29:15,   17pt 2rb 11as 2st 5trey 5-12fg 2-2ft
PG,"Teague, Jeff^",40.8,"$5,600",MINNESOTA TIMBERWOLVES,v lac, 130-120,34:55,   19pt 4rb 10as 1st 1to 1trey 6-15fg 6-7ft
SG,"Doncic, Luka^",40,"$9,800",DALLAS MAVERICKS,@ hou, 104-120,36:12,   21pt 10rb 8as 5to 2trey 7-17fg 5-9ft
PG,"Allen, Kadeem",39.6,"$3,500",NEW YORK KNICKS,@ cle, 104-107,32:13,   25pt 3rb 6as 1st 1to 1trey 10-16fg 4-5ft
PG,"Rose, Derrick",37.2,"$5,400",MINNESOTA TIMBERWOLVES,v lac, 130-120,24:35,   22pt 1rb 6as 1st 1bl 1to 9-18fg 4-5ft
SG,"Morris, Monte",34.1,"$6,000",DENVER NUGGETS,v mia, 103-87,27:55,   17pt 3rb 7as 1st 2trey 7-11fg 1-1ft
SG,"Middleton, Khris^",33.8,"$6,500",MILWAUKEE BUCKS,@ chi, 112-99,32:50,   16pt 4rb 4as 3st 2to 1trey 6-13fg 3-3ft
PG,"Smith Jr., Dennis^",32.4,"$6,900",NEW YORK KNICKS,@ cle, 104-107,31:20,   10pt 2rb 4as 3st 2bl 1to 5-12fg 0-2ft
SG,"Lamb, Jeremy^",31.4,"$5,700",CHARLOTTE HORNETS,@ ind, 90-99,38:29,   21pt 7rb 2as 1to 1trey 7-22fg 6-6ft
PG,"Lowry, Kyle^",30.7,"$8,200",TORONTO RAPTORS,v bkn, 127-125,34:00,   13pt 6rb 7as 3trey 5-9fg
SG,"Brogdon, Malcolm^",28.7,"$6,400",MILWAUKEE BUCKS,@ chi, 112-99,30:44,   17pt 6rb 3as 3trey 5-9fg 4-4ft
SG,"Green, Danny^",28.3,"$4,200",TORONTO RAPTORS,v bkn, 127-125,32:54,   9pt 4rb 5as 3st 2to 3trey 3-8fg
SG,"Crabbe, Allen",28.1,"$3,800",BROOKLYN NETS,@ tor, 125-127,31:08,   22pt 3rb 1as 1st 2to 6trey 8-13fg
PG,"Sexton, Collin^",27.7,"$5,400",CLEVELAND CAVALIERS,v nyk, 107-104,38:40,   20pt 1rb 3as 1st 1to 2trey 7-21fg 4-5ft
