position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Booker, Devin^",66.8,"$9,300",PHOENIX SUNS,@ uta, 92-125,41:06,   59pt 4rb 4as 1st 6to 5trey 19-34fg 16-17ft
PG,"Lillard, Damian^",59.2,"$10,600",PORTLAND TRAIL BLAZERS,v bkn, 148-144,47:40,   31pt 6rb 12as 1st 4trey 10-30fg 7-8ft
SG,"Russell, D'Angelo^",58.8,"$9,100",BROOKLYN NETS,@ por, 144-148,42:12,   39pt 9rb 8as 1st 6to 3trey 16-34fg 4-8ft
SG,"Wright, Delon^",50.1,"$5,700",MEMPHIS GRIZZLIES,v okc, 115-103,35:01,   18pt 3rb 13as 4st 3to 8-14fg 2-3ft
SG,"Fournier, Evan^",39.5,"$6,000",ORLANDO MAGIC,v phi, 119-98,31:41,   24pt 7as 2st 1to 2trey 11-17fg
SG,"Dorsey, Tyler^",38.1,"$4,300",MEMPHIS GRIZZLIES,v okc, 115-103,38:40,   21pt 8rb 5as 3trey 7-13fg 4-7ft
SG,"Holiday, Justin^",37.9,"$4,000",MEMPHIS GRIZZLIES,v okc, 115-103,32:38,   17pt 7rb 5as 2st 1to 3trey 6-13fg 2-2ft
PG,"Carter-Williams, Michael",35.7,"$3,500",ORLANDO MAGIC,v phi, 119-98,19:42,   15pt 6rb 3as 2st 1bl 1trey 5-8fg 4-4ft
SG,"Butler, Jimmy^",34.7,"$8,800",PHILADELPHIA 76ERS,@ orl, 98-119,32:33,   13pt 6rb 7as 1st 1bl 2to 4-10fg 5-5ft
SG,"LeVert, Caris",32.1,"$5,000",BROOKLYN NETS,@ por, 144-148,24:28,   16pt 3rb 7as 1st 1to 1trey 5-8fg 5-6ft
PG,"Westbrook, Russell^",31.5,"$12,000",OKLAHOMA CITY THUNDER,@ mem, 103-115,36:45,   16pt 5rb 7as 1to 1trey 6-20fg 3-6ft
SG,"Schroder, Dennis",31.1,"$5,800",OKLAHOMA CITY THUNDER,@ mem, 103-115,36:32,   25pt 3rb 3as 2to 2trey 9-14fg 5-6ft
PG,"Curry, Seth",29.9,"$4,100",PORTLAND TRAIL BLAZERS,v bkn, 148-144,40:13,   20pt 2rb 1as 2st 3trey 6-13fg 5-6ft
PG,"Rubio, Ricky^",29.2,"$6,500",UTAH JAZZ,v pho, 125-92,26:55,   18pt 1rb 6as 1st 2to 6-9fg 6-7ft
SG,"Ferguson, Terrance^",27.1,"$3,500",OKLAHOMA CITY THUNDER,@ mem, 103-115,36:09,   13pt 3rb 3as 2st 3trey 4-4fg 2-2ft
PG,"Dinwiddie, Spencer",26.4,"$5,600",BROOKLYN NETS,@ por, 144-148,40:59,   22pt 2rb 2as 1to 3trey 6-15fg 7-7ft
