position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Lillard, Damian^",58.5,$43,PORTLAND TRAIL BLAZERS,@ pho, 106-104,38:48,   40pt 10rb 5as 1st 4to 3trey 13-27fg 11-15ft
PG,"Irving, Kyrie^",57.8,$39,BOSTON CELTICS,@ nyk, 121-112,34:51,   31pt 9rb 8as 2st 2to 6trey 11-22fg 3-4ft
PG,"Teague, Jeff^",50.9,$24,MINNESOTA TIMBERWOLVES,v chi, 122-104,33:37,   25pt 7rb 7as 2st 1bl 2to 3trey 8-17fg 6-7ft
PG,"Curry, Stephen^",47.8,$47,GOLDEN STATE WARRIORS,v okc, 112-80,29:49,   21pt 9rb 6as 3st 2to 5trey 8-19fg
PG,"Booker, Devin^",47.3,$35,PHOENIX SUNS,v por, 104-106,39:20,   30pt 9rb 3as 2bl 4to 5trey 11-28fg 3-3ft
SG,"Caldwell-Pope, Kentavious^",45.4,$18,LOS ANGELES LAKERS,@ sac, 113-108,38:12,   34pt 7rb 2as 8trey 12-20fg 2-3ft
SG,"Mitchell, Donovan^",43.7,$35,UTAH JAZZ,v dal, 97-90,36:41,   25pt 6rb 5as 2st 2to 4trey 8-20fg 5-6ft
SG,"LaVine, Zach^",42.7,$28,CHICAGO BULLS,@ min, 104-122,31:44,   21pt 6rb 7as 1st 1bl 2to 7-17fg 7-8ft
PG,"Westbrook, Russell^",40.9,$60,OKLAHOMA CITY THUNDER,@ gsw, 80-112,31:30,   15pt 12rb 7as 2st 5to 1trey 4-15fg 6-6ft
PG,"Barea, Jose^",40.6,$16,DALLAS MAVERICKS,@ uta, 90-97,32:30,   17pt 3rb 12as 1st 1to 1trey 8-17fg
PG,"Burke, Trey",40,$12,NEW YORK KNICKS,v bos, 112-121,26:26,   26pt 8as 1st 1to 2trey 10-19fg 4-5ft
SG,"Bogdanovic, Bogdan^",38.2,$17,SACRAMENTO KINGS,v lal, 108-113,30:11,   21pt 6rb 4as 1st 1bl 2to 4trey 8-16fg 1-1ft
PG,"Payton, Elfrid^",35.7,$30,PHOENIX SUNS,v por, 104-106,32:39,   13pt 6rb 11as 1st 4to 4-10fg 5-8ft
SG,"Johnson, Tyler^",33.9,$13,MIAMI HEAT,v mem, 115-89,31:33,   23pt 2rb 1as 2st 1bl 2to 2trey 6-12fg 9-9ft
PG,"Simmons, Ben^",33.3,$42,PHILADELPHIA 76ERS,v orl, 116-105,28:34,   17pt 4rb 7as 1st 2to 7-11fg 3-4ft
SG,"McCollum, C.J.^",30.6,$29,PORTLAND TRAIL BLAZERS,@ pho, 106-104,36:14,   21pt 3rb 4as 1trey 8-24fg 4-4ft
PG,"Dunn, Kris^",30,$27,CHICAGO BULLS,@ min, 104-122,28:55,   10pt 5rb 2as 2st 3bl 4to 1trey 4-12fg 1-2ft
SG,"Hield, Buddy",29.1,$14,SACRAMENTO KINGS,v lal, 108-113,31:05,   21pt 8rb 1as 3to 5trey 8-17fg
PG,"Harrison, Andrew^",28.8,$14,MEMPHIS GRIZZLIES,@ mia, 89-115,28:19,   17pt 4rb 6as 2to 7-13fg 3-5ft
SG,"Brown, Jaylen^",28.1,$19,BOSTON CELTICS,@ nyk, 121-112,29:21,   24pt 3rb 1as 1to 2trey 10-17fg 2-3ft
SG,"Smart, Marcus",27.9,$19,BOSTON CELTICS,@ nyk, 121-112,27:30,   11pt 2rb 5as 3st 2to 4-5fg 3-4ft
PG,"Dragic, Goran^",27.2,$26,MIAMI HEAT,v mem, 115-89,25:14,   6pt 6rb 8as 1bl 1to 1trey 2-7fg 1-2ft
SG,"Young, Nick",27,$10,GOLDEN STATE WARRIORS,v okc, 112-80,18:25,   16pt 5rb 2as 1st 1to 4trey 5-10fg 2-2ft
