position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Curry, Stephen^",60.3,$42,GOLDEN STATE WARRIORS,@ sac, 106-109,41:45,   35pt 4rb 9as 3st 3to 8trey 11-20fg 5-6ft
PG,"Antetokounmpo, Giannis^",57.4,$53,MILWAUKEE BUCKS,@ pho, 137-112,33:52,   30pt 12rb 6as 4bl 4to 12-20fg 6-9ft
PG,"Wall, John^",56.1,$48,WASHINGTON WIZARDS,v nor, 105-91,37:47,   24pt 3rb 13as 5st 1bl 4to 2trey 8-19fg 6-8ft
PG,"Jennings, Brandon^",50,$13,NEW YORK KNICKS,v cle, 104-111,42:26,   23pt 5rb 10as 2st 1to 6trey 8-13fg 1-2ft
PG,"Schroder, Dennis^",39.8,$27,ATLANTA HAWKS,v orl, 113-86,25:44,   17pt 4rb 10as 2st 2to 2trey 6-11fg 3-4ft
SG,"Brogdon, Malcolm",38.5,$16,MILWAUKEE BUCKS,@ pho, 137-112,25:35,   13pt 5rb 8as 3st 1bl 1to 1trey 5-8fg 2-3ft
SG,"Waiters, Dion^",38.2,$24,MIAMI HEAT,v phi, 125-102,26:15,   21pt 1rb 7as 2st 1bl 3to 5trey 7-10fg 2-2ft
SG,"Booker, Devin^",38.1,$28,PHOENIX SUNS,v mil, 112-137,37:42,   31pt 3rb 4as 5to 5trey 9-19fg 8-8ft
SG,"Hardaway Jr., Tim^",34.5,$11,ATLANTA HAWKS,v orl, 113-86,27:06,   21pt 5rb 2as 2st 1to 3trey 8-14fg 2-2ft
SG,"Thompson, Klay^",34.5,$29,GOLDEN STATE WARRIORS,@ sac, 106-109,42:35,   26pt 5rb 1as 1st 3to 4trey 10-25fg 2-2ft
PG,"Johnson, Tyler",34.2,$19,MIAMI HEAT,v phi, 125-102,33:46,   16pt 6rb 6as 1st 1bl 2to 5-9fg 6-8ft
PG,"Dragic, Goran^",32.8,$34,MIAMI HEAT,v phi, 125-102,27:58,   16pt 4rb 8as 1to 2trey 6-11fg 2-3ft
PG,"Conley, Mike^",32.6,$33,MEMPHIS GRIZZLIES,@ min, 107-99,36:26,   20pt 3rb 8as 3to 5-16fg 10-12ft
PG,"Hill, George^",32.2,$25,UTAH JAZZ,v cha, 105-98,32:08,   25pt 1rb 1as 1bl 5trey 8-11fg 4-4ft
PG,"Teague, Jeff^",31.9,$34,INDIANA PACERS,v det, 105-84,31:10,   13pt 2rb 7as 2st 1bl 5-13fg 3-4ft
PG,"Holiday, Jrue^",31,$30,NEW ORLEANS PELICANS,@ was, 91-105,35:49,   13pt 10rb 8as 6to 5-17fg 3-4ft
PG,"Walker, Kemba^",28.9,$39,CHARLOTTE HORNETS,@ uta, 98-105,34:42,   18pt 2rb 6as 2to 3trey 6-17fg 3-3ft
PG,"Parker, Tony^",27,$11,SAN ANTONIO SPURS,v den, 121-97,22:59,   18pt 4as 3st 3to 8-8fg 2-2ft
PG,"Jones, Tyus",26.6,$10,MINNESOTA TIMBERWOLVES,v mem, 99-107,24:12,   10pt 3rb 6as 2st 1bl 3to 2trey 3-6fg 2-2ft
SG,"Evans, Tyreke",24.2,$16,NEW ORLEANS PELICANS,@ was, 91-105,27:09,   15pt 6rb 2as 1st 4to 2trey 6-16fg 1-2ft
