team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,44,84,7,19,13,18,7,27,33,6,6,10,21
CHARLOTTE BOBCATS,240,44,85,6,20,20,28,11,32,26,5,8,10,12
MIAMI HEAT,240,37,77,7,20,16,23,6,25,15,11,12,13,17
CHICAGO BULLS,240,40,85,8,22,13,18,12,31,27,9,3,18,18
BOSTON CELTICS,240,34,76,5,14,20,28,2,35,27,10,4,15,15
CLEVELAND CAVALIERS,240,38,86,7,17,9,14,9,37,26,10,6,18,22
SACRAMENTO KINGS,240,41,90,11,28,12,21,16,29,24,6,1,15,14
GOLDEN STATE WARRIORS,240,41,90,5,24,11,13,13,28,30,9,4,14,19
INDIANA PACERS,240,35,78,6,18,24,28,9,36,20,9,5,12,21
HOUSTON ROCKETS,240,32,83,6,21,21,26,15,27,18,7,4,14,25
LOS ANGELES LAKERS,240,44,82,10,22,22,38,12,32,27,10,9,21,25
MINNESOTA TIMBERWOLVES,240,45,97,5,17,22,30,17,28,23,15,3,15,26
LOS ANGELES CLIPPERS,240,34,73,13,29,24,28,12,23,18,9,3,9,18
NEW ORLEANS HORNETS,240,35,71,4,14,17,24,10,25,19,6,2,11,25
MEMPHIS GRIZZLIES,240,33,70,6,21,29,35,10,24,14,6,2,16,24
NEW YORK KNICKS,240,38,74,13,31,19,22,7,24,18,9,2,11,25
WASHINGTON WIZARDS,240,27,84,5,20,21,29,16,27,17,8,2,15,28
OKLAHOMA CITY THUNDER,240,29,63,8,14,37,41,7,34,20,9,8,14,21
MILWAUKEE BUCKS,240,37,89,6,24,12,13,14,30,18,9,3,14,9
PHILADELPHIA 76ERS,240,42,89,8,16,8,9,14,34,28,5,3,15,14
BROOKLYN NETS,240,46,95,5,20,14,25,19,35,24,8,1,9,20
PORTLAND TRAIL BLAZERS,240,36,82,8,18,13,21,13,27,22,1,5,14,23
DENVER NUGGETS,240,42,88,0,10,15,17,14,27,26,8,3,15,24
SAN ANTONIO SPURS,240,35,76,10,15,20,27,11,27,20,7,8,18,17
ATLANTA HAWKS,240,40,81,10,21,17,20,8,32,27,11,0,11,21
TORONTO RAPTORS,240,35,78,4,17,14,20,10,32,20,8,1,19,18
PHOENIX SUNS,240,34,76,6,16,14,19,8,28,27,7,4,17,18
UTAH JAZZ,240,44,85,6,15,9,13,12,34,30,10,6,16,17
