team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,45,87,5,15,18,22,8,32,36,6,8,8,19
DETROIT PISTONS,240,37,78,3,10,20,24,7,30,20,5,5,15,19
PHOENIX SUNS,240,38,77,8,18,28,33,8,36,22,5,3,13,26
HOUSTON ROCKETS,240,36,84,4,19,29,33,12,27,24,8,7,15,26
CLEVELAND CAVALIERS,240,28,79,7,21,20,22,12,31,16,7,4,18,29
INDIANA PACERS,240,37,90,6,20,22,26,16,32,23,9,6,14,22
DENVER NUGGETS,240,41,92,5,17,10,15,18,22,20,15,2,15,23
LOS ANGELES LAKERS,240,38,75,7,15,20,29,14,31,25,9,7,22,12
CHARLOTTE BOBCATS,240,33,74,5,17,11,19,10,26,19,3,4,16,16
MIAMI HEAT,240,44,85,2,14,15,17,12,30,25,8,6,11,18
UTAH JAZZ,240,33,73,2,11,17,21,16,23,22,7,5,15,20
NEW ORLEANS HORNETS,240,38,69,6,13,14,21,9,24,25,8,3,13,18
WASHINGTON WIZARDS,240,22,79,4,20,17,21,16,30,13,10,9,21,15
NEW YORK KNICKS,240,39,84,14,29,11,13,9,32,22,11,5,15,16
SACRAMENTO KINGS,240,35,90,9,25,10,14,8,33,20,9,3,15,23
OKLAHOMA CITY THUNDER,240,43,90,5,12,24,32,16,42,19,11,9,14,13
ATLANTA HAWKS,240,40,79,14,35,15,16,6,37,25,9,3,15,14
ORLANDO MAGIC,240,33,85,6,28,9,14,13,31,14,7,1,15,10
NEW JERSEY NETS,240,34,81,6,16,21,27,5,36,21,11,4,10,21
PHILADELPHIA 76ERS,240,34,81,1,10,20,27,10,38,17,3,7,16,18
DALLAS MAVERICKS,240,40,83,9,20,8,10,16,35,17,8,7,20,21
PORTLAND TRAIL BLAZERS,240,35,83,6,25,18,23,13,25,20,9,2,12,14
BOSTON CELTICS,240,30,80,4,19,15,19,10,27,24,8,5,10,25
TORONTO RAPTORS,240,25,72,7,18,27,31,12,38,15,4,4,12,20
