team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,36,79,7,25,25,30,8,34,19,9,6,19,28
ATLANTA HAWKS,240,38,83,8,22,26,31,10,29,25,8,6,12,23
PHILADELPHIA 76ERS,240,44,91,14,33,13,18,9,38,30,9,8,20,23
CHICAGO BULLS,240,44,92,13,28,16,19,5,34,27,9,7,15,16
NEW YORK KNICKS,240,36,86,3,18,16,20,10,27,21,10,5,17,16
CHARLOTTE HORNETS,240,43,88,9,20,14,16,12,35,30,10,6,19,16
PHOENIX SUNS,240,35,79,10,25,17,22,7,42,17,9,6,18,25
DALLAS MAVERICKS,240,32,88,11,37,16,17,8,34,21,10,5,15,18
UTAH JAZZ,240,42,91,8,27,7,8,5,27,17,12,1,6,22
HOUSTON ROCKETS,240,40,77,17,43,23,27,12,40,25,5,7,14,13
BOSTON CELTICS,240,44,79,16,26,8,14,6,32,26,6,4,19,31
INDIANA PACERS,240,37,79,7,21,30,38,9,29,14,12,3,12,16
GOLDEN STATE WARRIORS,265,43,107,11,34,19,21,15,46,25,6,10,14,26
LOS ANGELES LAKERS,265,41,92,10,25,22,35,7,38,23,9,9,12,26
PORTLAND TRAIL BLAZERS,240,46,84,10,24,5,5,7,33,26,6,8,17,19
MINNESOTA TIMBERWOLVES,240,42,91,7,19,17,21,11,21,19,6,2,10,14
DENVER NUGGETS,240,37,86,12,37,8,12,8,37,21,8,3,11,18
OKLAHOMA CITY THUNDER,240,39,81,7,24,10,15,6,34,13,9,5,10,13
LOS ANGELES CLIPPERS,240,37,84,9,29,8,16,8,34,21,12,4,17,23
SAN ANTONIO SPURS,240,40,82,9,24,20,25,8,37,22,7,4,16,19
