position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Harden, James^",62.75,"$10,500",HOUSTON ROCKETS,v okc, 112-101,37,   31pt 9rb 10as 1st 2to 6trey 9-15fg 7-9ft
SG,"Bryant, Kobe^",53.5,"$8,400",LOS ANGELES LAKERS,v cle, 102-109,32,   19pt 6rb 17as 3to 3trey 7-14fg 2-3ft
PG,"Knight, Brandon^",46.75,"$7,600",MILWAUKEE BUCKS,v nyk, 95-79,35,   20pt 5rb 6as 6st 3to 2trey 6-13fg 6-6ft
PG,"Westbrook, Russell^",44.5,"$10,000",OKLAHOMA CITY THUNDER,@ hou, 101-112,38,   16pt 8rb 8as 5st 8to 1trey 6-13fg 3-4ft
PG,"Jackson, Reggie",36.5,"$5,000",OKLAHOMA CITY THUNDER,@ hou, 101-112,25,   16pt 6rb 6as 1st 1bl 1to 1trey 7-12fg 1-3ft
PG,"Irving, Kyrie^",30.5,"$9,000",CLEVELAND CAVALIERS,@ lal, 109-102,37,   22pt 2rb 3as 2st 5to 9-16fg 4-4ft
PG,"Calderon, Jose^",30.25,"$4,600",NEW YORK KNICKS,@ mil, 79-95,37,   11pt 3rb 9as 1st 3to 3trey 4-8fg 0-0ft
SG,"Smith, J.R.^",25.5,"$4,600",CLEVELAND CAVALIERS,@ lal, 109-102,37,   14pt 4rb 2as 1st 3trey 5-13fg 1-2ft
SG,"Waiters, Dion",25.25,"$4,000",OKLAHOMA CITY THUNDER,@ hou, 101-112,31,   16pt 1rb 2as 2bl 2trey 6-16fg 2-4ft
PG,"Beverley, Patrick^",25.25,"$5,300",HOUSTON ROCKETS,v okc, 112-101,32,   13pt 5rb 1as 1st 1bl 2to 3trey 5-11fg 0-0ft
SG,"Mayo, O.J.",24.75,"$4,400",MILWAUKEE BUCKS,v nyk, 95-79,24,   22pt 1rb 1to 4trey 8-14fg 2-2ft
SG,"Hardaway Jr., Tim",18.5,"$4,900",NEW YORK KNICKS,@ mil, 79-95,26,   10pt 4rb 2as 1to 2trey 4-10fg 0-1ft
SG,"Young, Nick",17.5,"$3,900",LOS ANGELES LAKERS,v cle, 102-109,22,   14pt 2rb 2trey 4-13fg 4-5ft
PG,"Lin, Jeremy",15.5,"$4,800",LOS ANGELES LAKERS,v cle, 102-109,15,   9pt 2rb 3as 2to 1trey 3-4fg 2-2ft
SG,"Dudley, Jared",13.75,"$4,200",MILWAUKEE BUCKS,v nyk, 95-79,23,   2pt 5rb 1as 1st 1bl 1-5fg 0-0ft
PG,"Galloway, Langston",12.75,"$3,600",NEW YORK KNICKS,@ mil, 79-95,28,   5pt 1rb 4as 1st 4to 1trey 2-9fg 0-0ft
PG,"Price, Ronnie^",10.5,"$3,800",LOS ANGELES LAKERS,v cle, 102-109,27,   5pt 2rb 1as 1st 1to 1-5fg 3-4ft
PG,"Dellavedova, Matthew",10,"$3,000",CLEVELAND CAVALIERS,@ lal, 109-102,11,   6pt 1as 1st 1trey 2-2fg 1-2ft
SG,"Marion, Shawn",9.75,"$3,200",CLEVELAND CAVALIERS,@ lal, 109-102,25,   5pt 1rb 1as 1st 1-2fg 3-4ft
SG,"Lamb, Jeremy",7.5,"$3,000",OKLAHOMA CITY THUNDER,@ hou, 101-112,3,   3pt 2rb 1as 1trey 1-2fg 0-0ft
PG,"Bayless, Jerryd",7,"$3,300",MILWAUKEE BUCKS,v nyk, 95-79,18,   5pt 2as 2to 0-1fg 5-5ft
SG,"Terry, Jason",5.5,"$3,400",HOUSTON ROCKETS,v okc, 112-101,14,   0pt 2rb 1as 1st 1to 0-2fg 0-0ft
SG,"Roberson, Andre^",5.25,"$3,000",OKLAHOMA CITY THUNDER,@ hou, 101-112,8,   0pt 3rb 1bl 1to 0-4fg 0-0ft
PG,"Smith, Ishmael",4.25,"$3,000",OKLAHOMA CITY THUNDER,@ hou, 101-112,3,   0pt 1rb 2as 0-0fg 0-0ft
PG,"Marshall, Kendall",3.25,"$3,000",MILWAUKEE BUCKS,v nyk, 95-79,4,   0pt 1rb 1st 0-0fg 0-0ft
SG,"Morrow, Anthony",2,"$3,200",OKLAHOMA CITY THUNDER,@ hou, 101-112,18,   2pt 0-3fg 2-3ft
PG,"Larkin, Shane^",1.25,"$4,400",NEW YORK KNICKS,@ mil, 79-95,19,   0pt 1rb 1as 3to 0-4fg 0-0ft
PG,"Prigioni, Pablo",0,"$3,200",NEW YORK KNICKS,@ mil, 79-95,5,   0pt 0-0fg 0-0ft
PG,"Shved, Alexey",0,"$3,000",HOUSTON ROCKETS,v okc, 112-101,2,   0pt 0-1fg 0-0ft
SF,"James, LeBron^",55.25,"$10,700",CLEVELAND CAVALIERS,@ lal, 109-102,38,   36pt 5rb 5as 2st 1to 4trey 12-24fg 8-13ft
SF,"Durant, Kevin^",45.5,"$10,700",OKLAHOMA CITY THUNDER,@ hou, 101-112,40,   24pt 10rb 1as 3bl 4to 4trey 8-12fg 4-4ft
SF,"Anthony, Carmelo^",36.25,"$8,800",NEW YORK KNICKS,@ mil, 79-95,28,   25pt 3rb 2as 3st 1bl 8to 1trey 7-12fg 10-12ft
SF,"Middleton, Khris^",36,"$4,800",MILWAUKEE BUCKS,v nyk, 95-79,33,   14pt 6rb 5as 3st 2trey 4-9fg 4-6ft
SF,"Ariza, Trevor^",34.5,"$5,600",HOUSTON ROCKETS,v okc, 112-101,38,   17pt 2rb 4as 4st 1to 3trey 6-15fg 2-2ft
PF,"Ibaka, Serge^",29.25,"$6,400",OKLAHOMA CITY THUNDER,@ hou, 101-112,33,   13pt 7rb 3as 1bl 2trey 4-11fg 3-3ft
PF,"Love, Kevin^",29.25,"$9,900",CLEVELAND CAVALIERS,@ lal, 109-102,37,   17pt 7rb 1as 1st 1to 1trey 4-12fg 8-9ft
PF,"Motiejunas, Donatas^",26,"$5,200",HOUSTON ROCKETS,v okc, 112-101,29,   14pt 4rb 3as 1st 1to 2trey 6-12fg 0-0ft
PF,"Smith, Josh",25.25,"$5,700",HOUSTON ROCKETS,v okc, 112-101,19,   13pt 7rb 2as 1st 3to 6-10fg 1-2ft
SF,"Antetokounmpo, Giannis^",25.25,"$6,500",MILWAUKEE BUCKS,v nyk, 95-79,33,   16pt 5rb 2st 2to 6-10fg 4-5ft
PF,"Thompson, Tristan",22.25,"$6,200",CLEVELAND CAVALIERS,@ lal, 109-102,32,   5pt 11rb 2bl 1to 2-5fg 1-2ft
PF,"Wear, Travis",18.5,"$3,500",NEW YORK KNICKS,@ mil, 79-95,21,   13pt 4rb 1trey 5-8fg 2-3ft
