slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
mccalta01,Tahjere McCall,SHOOTING GUARD,24,BROOKLYN NETS,1,0,8,2,3,0,1,0,1,0,1,0,0,0,0,2
mccawpa01,Patrick McCaw,SHOOTING GUARD,23,CLEVELAND CAVALIERS,3,0,53,2,9,1,4,0,0,0,3,2,2,0,3,1
mccawpa01,Patrick McCaw,SHOOTING GUARD,23,TORONTO RAPTORS,26,1,344,24,54,8,24,13,15,7,38,27,21,2,14,37
mccolcj01,CJ McCollum,SHOOTING GUARD,27,PORTLAND TRAIL BLAZERS,70,70,2375,571,1243,167,445,159,192,62,220,207,55,28,106,172
mccontj01,T.J. McConnell,POINT GUARD,26,PHILADELPHIA 76ERS,76,3,1470,220,419,14,42,29,37,28,146,258,79,17,91,105
mcderdo01,Doug McDermott,SMALL FORWARD,27,INDIANA PACERS,77,1,1340,207,422,84,206,66,79,17,92,67,18,8,42,104
mcgeeja01,JaVale McGee,CENTER,31,LOS ANGELES LAKERS,75,62,1671,400,641,1,12,96,152,195,371,52,47,148,108,208
mcgruro01,Rodney McGruder,SHOOTING GUARD,27,MIAMI HEAT,66,45,1550,186,461,79,225,52,72,60,178,112,36,12,64,115
mckinal01,Alfonzo McKinnie,SMALL FORWARD,26,GOLDEN STATE WARRIORS,72,5,1003,134,275,42,118,27,48,81,166,31,18,15,30,134
mclembe01,Ben McLemore,SHOOTING GUARD,25,SACRAMENTO KINGS,19,0,158,25,64,17,41,8,12,3,14,4,6,3,5,22
mcraejo01,Jordan McRae,SHOOTING GUARD,27,WASHINGTON WIZARDS,27,0,333,61,130,10,35,28,35,6,34,30,13,7,15,26
meeksjo01,Jodie Meeks,SHOOTING GUARD,31,TORONTO RAPTORS,8,0,104,21,39,8,18,1,1,1,11,8,1,1,2,5
mejrisa01,Salah Mejri,CENTER,32,DALLAS MAVERICKS,36,4,399,55,112,11,34,20,32,36,95,35,10,26,21,55
meltode01,De'Anthony Melton,POINT GUARD,20,PHOENIX SUNS,50,31,984,100,256,29,95,21,28,25,109,159,68,23,75,113
metuch01,Chimezie Metu,POWER FORWARD,21,SAN ANTONIO SPURS,29,0,145,19,58,0,2,13,17,9,27,13,6,2,15,14
middlkh01,Khris Middleton,SMALL FORWARD,27,MILWAUKEE BUCKS,77,77,2393,506,1148,179,474,216,258,50,411,331,80,7,174,172
milescj01,C.J. Miles,SMALL FORWARD,31,TORONTO RAPTORS,40,1,562,70,206,43,137,35,44,12,56,22,18,10,21,62
milescj01,C.J. Miles,SMALL FORWARD,31,MEMPHIS GRIZZLIES,13,0,294,42,105,24,66,13,14,1,26,14,8,5,9,17
milleda01,Darius Miller,SMALL FORWARD,28,NEW ORLEANS PELICANS,69,15,1757,189,484,133,364,56,71,14,114,146,40,23,59,165
millema01,Malcolm Miller,SMALL FORWARD,25,TORONTO RAPTORS,10,0,67,11,26,10,21,3,4,1,4,1,1,1,1,5
millspa02,Patty Mills,POINT GUARD,30,SAN ANTONIO SPURS,82,1,1908,282,663,159,404,88,103,24,158,245,49,10,93,129
millspa01,Paul Millsap,POWER FORWARD,33,DENVER NUGGETS,70,65,1895,322,665,58,159,181,249,153,352,141,83,54,95,183
miltosh01,Shake Milton,SHOOTING GUARD,22,PHILADELPHIA 76ERS,20,0,268,34,87,14,44,5,7,9,26,18,8,8,6,29
mirotni01,Nikola Mirotic,POWER FORWARD,27,NEW ORLEANS PELICANS,32,22,925,182,407,85,231,85,101,46,218,35,21,25,37,86
mirotni01,Nikola Mirotic,POWER FORWARD,27,MILWAUKEE BUCKS,14,3,320,56,135,31,87,20,23,14,61,20,10,9,11,21
mitchdo01,Donovan Mitchell,SHOOTING GUARD,22,UTAH JAZZ,77,77,2598,661,1530,188,519,319,396,59,257,322,106,31,218,208
mitrona01,Naz Mitrou-Long,SHOOTING GUARD,25,UTAH JAZZ,14,0,84,6,20,2,11,2,2,1,5,15,1,1,8,10
monkma01,Malik Monk,SHOOTING GUARD,20,CHARLOTTE HORNETS,73,0,1258,227,586,109,330,90,102,16,121,117,37,19,86,106
monrogr01,Greg Monroe,CENTER,28,TORONTO RAPTORS,38,2,423,74,161,0,4,35,61,60,96,16,13,8,31,61
monrogr01,Greg Monroe,CENTER,28,BOSTON CELTICS,2,0,5,3,5,0,0,0,0,3,0,1,0,0,0,0
monrogr01,Greg Monroe,CENTER,28,PHILADELPHIA 76ERS,3,0,52,15,23,1,1,10,11,4,9,7,1,0,1,5
mooreet01,E'Twaun Moore,SHOOTING GUARD,29,NEW ORLEANS PELICANS,53,36,1463,256,532,76,176,45,59,35,92,102,40,8,59,112
moreler01,Eric Moreland,POWER FORWARD,27,PHOENIX SUNS,1,0,5,0,0,0,0,0,0,0,3,0,0,0,0,1
moreler01,Eric Moreland,POWER FORWARD,27,TORONTO RAPTORS,4,0,38,3,7,1,1,0,0,4,13,4,1,1,5,8
morrija01,Jaylen Morris,SHOOTING GUARD,23,MILWAUKEE BUCKS,4,0,29,4,10,1,3,1,2,0,5,4,2,0,1,1
morrima03,Marcus Morris,POWER FORWARD,29,BOSTON CELTICS,75,53,2091,377,844,146,389,146,173,76,382,109,43,25,92,181
morrima02,Markieff Morris,POWER FORWARD,29,WASHINGTON WIZARDS,34,15,883,143,328,48,144,57,73,41,133,60,25,20,47,117
morrima02,Markieff Morris,POWER FORWARD,29,OKLAHOMA CITY THUNDER,24,1,387,61,156,20,59,14,19,20,71,19,11,2,7,58
morrimo01,Monte Morris,POINT GUARD,23,DENVER NUGGETS,82,6,1970,346,702,94,227,65,81,35,159,297,73,4,52,102
motiedo01,Donatas Motiejunas,POWER FORWARD,28,SAN ANTONIO SPURS,3,0,13,3,6,0,0,0,2,2,1,1,0,1,3,6
motlejo01,Johnathan Motley,POWER FORWARD,23,LOS ANGELES CLIPPERS,22,0,156,39,73,0,3,24,40,18,33,11,5,3,16,27
mudiaem01,Emmanuel Mudiay,POINT GUARD,22,NEW YORK KNICKS,59,42,1607,330,740,69,210,144,186,33,163,228,43,19,140,103
murraja01,Jamal Murray,POINT GUARD,21,DENVER NUGGETS,75,74,2447,513,1173,152,414,189,223,65,252,363,67,27,158,153
musadz01,Dzanan Musa,SHOOTING GUARD,19,BROOKLYN NETS,9,0,39,9,22,1,10,0,2,1,4,2,2,0,4,1
muscami01,Mike Muscala,POWER FORWARD,27,PHILADELPHIA 76ERS,47,6,1041,109,278,68,199,63,77,51,149,62,18,27,43,112
muscami01,Mike Muscala,POWER FORWARD,27,LOS ANGELES LAKERS,17,4,265,36,83,21,57,7,8,6,38,14,4,11,5,18
mykhasv01,Sviatoslav Mykhailiuk,SMALL FORWARD,21,LOS ANGELES LAKERS,39,0,420,44,132,27,85,12,20,8,26,33,13,1,20,25
mykhasv01,Sviatoslav Mykhailiuk,SMALL FORWARD,21,DETROIT PISTONS,3,0,20,2,8,2,4,0,0,1,1,4,1,0,1,0
naderab01,Abdel Nader,SMALL FORWARD,25,OKLAHOMA CITY THUNDER,61,1,694,91,215,32,100,27,36,14,102,20,20,12,26,68
nancela02,Larry Nance,CENTER,26,CLEVELAND CAVALIERS,67,30,1795,249,479,33,98,96,134,168,384,214,100,40,97,192
napiesh01,Shabazz Napier,POINT GUARD,27,BROOKLYN NETS,56,2,983,169,435,76,228,115,138,18,82,143,41,16,66,67
netora01,Raul Neto,POINT GUARD,26,UTAH JAZZ,37,1,474,74,161,20,60,28,33,6,56,93,14,4,35,49
niangge01,Georges Niang,POWER FORWARD,25,UTAH JAZZ,59,0,516,86,181,43,105,20,24,11,76,35,10,6,23,57
noahjo01,Joakim Noah,CENTER,33,MEMPHIS GRIZZLIES,42,1,693,110,213,0,1,78,109,58,180,89,20,31,50,96
noelne01,Nerlens Noel,CENTER,24,OKLAHOMA CITY THUNDER,77,2,1055,162,276,0,0,54,79,127,198,45,66,96,48,166
nowitdi01,Dirk Nowitzki,POWER FORWARD,40,DALLAS MAVERICKS,51,20,795,135,376,64,205,39,50,5,153,35,9,18,18,76
ntilila01,Frank Ntilikina,POINT GUARD,20,NEW YORK KNICKS,43,16,904,95,282,33,115,23,30,12,75,121,30,14,56,104
nunnaja01,James Nunnally,SMALL FORWARD,28,MINNESOTA TIMBERWOLVES,13,0,64,9,21,5,13,4,4,0,4,5,1,0,1,4
nunnaja01,James Nunnally,SMALL FORWARD,28,HOUSTON ROCKETS,2,0,38,3,13,3,12,0,0,0,1,2,0,0,0,6
nurkiju01,Jusuf Nurkic,CENTER,24,PORTLAND TRAIL BLAZERS,72,72,1974,420,826,3,29,282,365,243,505,233,71,103,168,250
nwabada01,David Nwaba,SHOOTING GUARD,26,CLEVELAND CAVALIERS,51,14,984,126,262,24,75,58,85,41,122,54,36,17,29,106
onealro01,Royce O'Neale,SMALL FORWARD,25,UTAH JAZZ,82,16,1671,163,343,68,176,32,42,22,263,124,54,24,70,172
oquinky01,Kyle O'Quinn,CENTER,28,INDIANA PACERS,45,3,371,69,136,1,12,17,21,29,90,56,9,25,31,68
ojelese01,Semi Ojeleye,POWER FORWARD,24,BOSTON CELTICS,56,3,594,67,158,28,89,24,39,24,62,23,10,4,19,43
okafoja01,Jahlil Okafor,CENTER,23,NEW ORLEANS PELICANS,59,24,935,212,362,1,5,59,89,82,196,40,15,40,52,96
okoboel01,Elie Okobo,POINT GUARD,21,PHOENIX SUNS,53,16,958,114,290,39,132,37,47,12,86,127,32,7,69,109
okogijo01,Josh Okogie,SHOOTING GUARD,20,MINNESOTA TIMBERWOLVES,74,52,1757,196,508,60,215,118,162,41,177,91,88,33,63,166
oladivi01,Victor Oladipo,SHOOTING GUARD,26,INDIANA PACERS,36,36,1147,249,588,74,216,103,141,21,181,186,60,11,82,72
olynyke01,Kelly Olynyk,POWER FORWARD,27,MIAMI HEAT,79,36,1812,261,564,113,319,152,185,72,303,140,53,37,114,183
osmande01,Cedi Osman,SMALL FORWARD,23,CLEVELAND CAVALIERS,76,75,2444,360,844,130,374,141,181,45,312,195,60,11,114,195
oubreke01,Kelly Oubre,SMALL FORWARD,23,WASHINGTON WIZARDS,29,7,755,132,305,41,132,68,85,24,105,20,27,20,30,71
oubreke01,Kelly Oubre,SMALL FORWARD,23,PHOENIX SUNS,40,12,1180,243,537,67,206,121,159,47,149,64,57,39,73,110
pachuza01,Zaza Pachulia,CENTER,34,DETROIT PISTONS,68,3,878,85,193,0,4,97,124,99,166,91,31,17,57,151
parkeja01,Jabari Parker,POWER FORWARD,23,CHICAGO BULLS,39,17,1042,220,464,37,114,79,108,41,200,84,23,14,84,87
parkeja01,Jabari Parker,POWER FORWARD,23,WASHINGTON WIZARDS,25,0,682,149,285,24,81,52,76,38,142,68,23,16,67,58
parketo01,Tony Parker,POINT GUARD,36,CHARLOTTE HORNETS,56,0,1003,213,463,13,51,91,124,14,69,207,21,7,75,53
parsoch01,Chandler Parsons,SMALL FORWARD,30,MEMPHIS GRIZZLIES,25,3,496,68,182,29,94,22,25,4,66,43,19,5,32,45
pattepa01,Patrick Patterson,POWER FORWARD,29,OKLAHOMA CITY THUNDER,63,5,861,82,219,46,137,19,30,42,105,31,16,13,22,46
pattoju01,Justin Patton,CENTER,21,PHILADELPHIA 76ERS,3,0,21,2,7,0,2,1,2,2,4,3,2,0,0,5
paulch01,Chris Paul,POINT GUARD,33,HOUSTON ROCKETS,58,58,1857,302,720,127,355,175,203,36,229,473,114,18,152,146
payneca01,Cameron Payne,POINT GUARD,24,CHICAGO BULLS,31,12,536,69,168,16,59,22,25,10,43,83,20,6,34,49
payneca01,Cameron Payne,POINT GUARD,24,CLEVELAND CAVALIERS,9,1,176,27,55,9,25,11,16,3,16,23,8,3,11,15
paytoel01,Elfrid Payton,POINT GUARD,24,NEW ORLEANS PELICANS,42,42,1250,179,412,33,105,55,74,49,171,320,44,17,112,81
paytoga02,Gary Payton,POINT GUARD,26,WASHINGTON WIZARDS,3,0,16,5,8,1,2,0,0,1,1,4,3,1,1,2
pinsoth01,Theo Pinson,SHOOTING GUARD,23,BROOKLYN NETS,18,0,211,25,73,12,46,19,22,4,32,21,6,0,18,15
plumlma01,Mason Plumlee,CENTER,28,DENVER NUGGETS,82,17,1731,262,442,2,10,111,198,165,359,243,66,76,126,252
plumlmi01,Miles Plumlee,CENTER,30,ATLANTA HAWKS,18,0,173,32,48,0,0,16,30,16,23,17,6,4,10,14
poeltja01,Jakob Poeltl,CENTER,23,SAN ANTONIO SPURS,77,24,1273,187,290,0,0,49,92,178,232,93,29,68,48,124
pondequ01,Quincy Pondexter,SMALL FORWARD,30,SAN ANTONIO SPURS,53,0,292,29,58,6,18,34,42,8,38,24,11,1,13,24
porteot01,Otto Porter,SMALL FORWARD,25,WASHINGTON WIZARDS,41,28,1191,202,442,65,176,49,64,40,191,80,64,22,40,79
porteot01,Otto Porter,SMALL FORWARD,25,CHICAGO BULLS,15,15,492,97,201,39,80,29,32,14,69,40,18,9,25,29
portibo01,Bobby Portis,POWER FORWARD,23,CHICAGO BULLS,22,6,531,122,271,27,72,39,50,46,115,29,11,8,29,61
portibo01,Bobby Portis,POWER FORWARD,23,WASHINGTON WIZARDS,28,22,768,157,357,48,119,38,47,63,179,43,24,12,45,84
poweldw01,Dwight Powell,CENTER,27,DALLAS MAVERICKS,77,22,1662,290,486,39,127,196,254,140,271,112,44,50,67,201
powelno01,Norman Powell,SHOOTING GUARD,25,TORONTO RAPTORS,60,3,1126,193,400,68,170,62,75,16,123,91,39,13,65,96
poythal01,Alex Poythress,POWER FORWARD,25,ATLANTA HAWKS,21,1,305,40,81,9,23,18,29,29,47,17,4,10,13,47
qizh01,Zhou Qi,POWER FORWARD,23,HOUSTON ROCKETS,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
rabbiv01,Ivan Rabb,POWER FORWARD,21,MEMPHIS GRIZZLIES,49,13,721,116,212,3,15,49,69,70,136,54,17,14,35,90
randlch01,Chasson Randle,POINT GUARD,25,WASHINGTON WIZARDS,49,2,743,91,217,46,115,43,62,10,46,97,25,3,43,91
randlju01,Julius Randle,POWER FORWARD,24,NEW ORLEANS PELICANS,73,49,2232,571,1089,67,195,356,487,162,472,229,52,45,208,246
redicjj01,J.J. Redick,SHOOTING GUARD,34,PHILADELPHIA 76ERS,76,63,2379,452,1027,240,605,228,255,20,166,206,32,17,101,129
reedda01,Davon Reed,SHOOTING GUARD,23,INDIANA PACERS,10,0,47,5,12,2,4,0,0,2,4,3,1,0,1,3
reynoca01,Cameron Reynolds,SHOOTING GUARD,23,MINNESOTA TIMBERWOLVES,19,0,259,33,78,21,51,8,9,4,27,13,6,2,5,26
richajo01,Josh Richardson,SHOOTING GUARD,25,MIAMI HEAT,73,73,2539,423,1026,164,460,199,231,54,209,298,79,34,113,200
richama01,Malachi Richardson,SHOOTING GUARD,23,TORONTO RAPTORS,22,0,103,9,29,8,25,4,5,2,11,0,1,0,8,13
riverau01,Austin Rivers,SHOOTING GUARD,26,WASHINGTON WIZARDS,29,2,683,76,194,33,106,25,46,10,61,58,18,10,36,72
riverau01,Austin Rivers,SHOOTING GUARD,26,HOUSTON ROCKETS,47,13,1345,156,378,71,221,25,49,15,76,109,29,13,32,135
robinde01,Devin Robinson,SMALL FORWARD,23,WASHINGTON WIZARDS,7,0,95,19,32,0,2,9,14,6,14,6,4,6,2,11
robindu01,Duncan Robinson,POWER FORWARD,24,MIAMI HEAT,15,1,161,18,46,10,35,4,6,2,17,5,5,0,4,11
robingl02,Glenn Robinson,SMALL FORWARD,25,DETROIT PISTONS,47,18,610,74,176,18,62,32,40,17,54,21,14,8,18,45
robinje01,Jerome Robinson,SHOOTING GUARD,21,LOS ANGELES CLIPPERS,33,0,320,44,110,18,57,6,9,3,38,19,11,3,13,46
robinmi01,Mitchell Robinson,CENTER,20,NEW YORK KNICKS,66,19,1360,202,291,0,0,81,135,177,246,37,52,161,35,217
rondora01,Rajon Rondo,POINT GUARD,32,LOS ANGELES LAKERS,46,29,1369,175,432,51,142,23,36,34,209,367,57,7,127,100
rosede01,Derrick Rose,POINT GUARD,30,MINNESOTA TIMBERWOLVES,51,13,1392,363,753,54,146,137,160,33,107,220,31,12,82,57
rosste01,Terrence Ross,SHOOTING GUARD,27,ORLANDO MAGIC,81,0,2150,440,1027,217,566,126,144,27,253,135,72,29,90,119
roziete01,Terry Rozier,POINT GUARD,24,BOSTON CELTICS,79,14,1791,258,666,119,337,73,93,32,275,231,68,21,68,101
rubiori01,Ricky Rubio,POINT GUARD,28,UTAH JAZZ,68,67,1899,295,730,79,254,195,228,33,210,416,91,10,180,180
russeda01,D'Angelo Russell,POINT GUARD,22,BROOKLYN NETS,81,81,2448,659,1517,234,635,160,205,53,262,563,100,20,253,141
sabondo01,Domantas Sabonis,CENTER,22,INDIANA PACERS,74,5,1838,413,700,9,17,208,291,186,504,212,48,30,160,239
sampsbr01,Brandon Sampson,SHOOTING GUARD,21,CHICAGO BULLS,14,2,214,28,60,11,29,4,6,3,13,10,8,3,12,19
sampsja02,JaKarr Sampson,SMALL FORWARD,25,CHICAGO BULLS,4,0,127,29,54,5,14,17,21,5,27,4,4,3,4,8
saricda01,Dario Saric,POWER FORWARD,24,PHILADELPHIA 76ERS,13,13,396,48,132,21,70,27,30,21,65,26,4,3,25,39
saricda01,Dario Saric,POWER FORWARD,24,MINNESOTA TIMBERWOLVES,68,28,1627,256,564,97,253,105,120,105,266,101,41,6,72,143
satorto01,Tomas Satoransky,POINT GUARD,27,WASHINGTON WIZARDS,80,54,2164,257,530,64,162,131,160,82,197,399,82,13,120,172
schrode01,Dennis Schroder,POINT GUARD,25,OKLAHOMA CITY THUNDER,79,14,2314,457,1104,124,364,186,227,38,246,323,65,12,172,189
scottmi01,Mike Scott,POWER FORWARD,30,LOS ANGELES CLIPPERS,52,0,748,92,230,52,133,12,18,24,150,44,17,8,27,88
scottmi01,Mike Scott,POWER FORWARD,30,PHILADELPHIA 76ERS,27,3,647,76,190,49,119,10,15,19,83,22,9,5,17,68
sefolth01,Thabo Sefolosha,SMALL FORWARD,34,UTAH JAZZ,50,2,609,71,149,34,78,14,22,8,115,27,43,5,25,41
seldewa01,Wayne Selden,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,32,0,455,65,161,20,63,22,29,16,28,36,10,6,23,48
seldewa01,Wayne Selden,SHOOTING GUARD,24,CHICAGO BULLS,43,13,984,131,322,35,111,45,63,21,115,73,23,7,56,83
sextoco01,Collin Sexton,POINT GUARD,20,CLEVELAND CAVALIERS,82,72,2605,519,1206,119,296,214,255,57,179,243,44,6,185,186
shamela01,Landry Shamet,SHOOTING GUARD,21,PHILADELPHIA 76ERS,54,4,1108,153,347,99,245,44,54,14,64,59,24,8,26,106
shamela01,Landry Shamet,SHOOTING GUARD,21,LOS ANGELES CLIPPERS,25,23,694,87,210,68,151,31,39,7,49,58,13,2,19,49
shumpim01,Iman Shumpert,SHOOTING GUARD,28,SACRAMENTO KINGS,42,40,1099,133,348,74,202,34,41,19,110,91,47,20,38,92
shumpim01,Iman Shumpert,SHOOTING GUARD,28,HOUSTON ROCKETS,20,1,382,34,98,21,71,2,4,8,46,21,12,4,12,35
siakapa01,Pascal Siakam,POWER FORWARD,24,TORONTO RAPTORS,80,79,2548,519,945,79,214,237,302,124,425,248,73,52,154,241
siberjo01,Jordan Sibert,SHOOTING GUARD,26,ATLANTA HAWKS,1,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
simmobe01,Ben Simmons,POINT GUARD,22,PHILADELPHIA 76ERS,79,79,2700,540,960,0,6,257,428,172,525,610,112,61,274,209
simmojo02,Jonathon Simmons,SHOOTING GUARD,29,ORLANDO MAGIC,41,9,845,104,286,19,83,56,72,23,77,95,18,14,56,68
simmojo02,Jonathon Simmons,SMALL FORWARD,29,PHILADELPHIA 76ERS,15,0,219,29,64,9,21,16,25,4,22,33,11,1,12,21
simmoko01,Kobi Simmons,POINT GUARD,21,CLEVELAND CAVALIERS,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
simonan01,Anfernee Simons,SHOOTING GUARD,19,PORTLAND TRAIL BLAZERS,20,1,141,28,63,10,29,9,16,3,10,13,1,0,11,9
smartma01,Marcus Smart,SHOOTING GUARD,24,BOSTON CELTICS,80,60,2200,239,567,126,346,104,129,57,177,321,143,28,123,201
smithde03,Dennis Smith,POINT GUARD,21,DALLAS MAVERICKS,32,32,908,157,357,43,125,57,82,18,79,138,40,11,100,82
smithde03,Dennis Smith,POINT GUARD,21,NEW YORK KNICKS,21,18,600,121,293,24,83,42,74,14,44,114,27,9,54,47
smithis01,Ish Smith,POINT GUARD,30,DETROIT PISTONS,56,0,1251,205,489,44,135,47,62,23,122,203,28,11,61,109
smithjr01,J.R. Smith,SHOOTING GUARD,33,CLEVELAND CAVALIERS,11,4,222,27,79,12,39,8,10,0,18,21,11,3,11,19
smithja02,Jason Smith,CENTER,32,WASHINGTON WIZARDS,12,1,130,15,37,4,10,10,12,11,26,12,1,5,7,21
smithja02,Jason Smith,POWER FORWARD,32,MILWAUKEE BUCKS,6,0,40,4,13,3,9,2,2,3,8,1,2,2,5,6
smithja02,Jason Smith,CENTER,32,NEW ORLEANS PELICANS,2,0,20,2,9,2,7,2,2,2,2,1,0,0,1,3
smithzh01,Zhaire Smith,SHOOTING GUARD,19,PHILADELPHIA 76ERS,6,2,111,14,34,6,16,6,8,3,10,10,2,2,6,8
snellto01,Tony Snell,SMALL FORWARD,27,MILWAUKEE BUCKS,74,12,1304,163,361,81,204,37,42,29,128,68,26,18,23,90
spaldra01,Ray Spalding,POWER FORWARD,21,DALLAS MAVERICKS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spaldra01,Ray Spalding,POWER FORWARD,21,PHOENIX SUNS,13,3,147,25,47,0,3,4,12,15,33,5,9,8,9,23
spellom01,Omari Spellman,POWER FORWARD,21,ATLANTA HAWKS,46,11,805,98,244,44,128,32,45,72,122,47,26,25,31,67
stausni01,Nik Stauskas,SHOOTING GUARD,25,PORTLAND TRAIL BLAZERS,44,0,673,96,229,43,125,32,36,10,70,62,14,4,40,31
stausni01,Nik Stauskas,SHOOTING GUARD,25,CLEVELAND CAVALIERS,24,0,342,40,109,27,63,25,28,8,39,19,7,3,11,19
stephdj01,D.J. Stephens,SHOOTING GUARD,28,MEMPHIS GRIZZLIES,1,0,7,1,2,0,0,0,0,0,0,0,1,0,1,0
stephla01,Lance Stephenson,SHOOTING GUARD,28,LOS ANGELES LAKERS,68,3,1123,184,432,73,197,50,73,32,183,140,41,7,86,111
sumneed01,Edmond Sumner,POINT GUARD,23,INDIANA PACERS,23,2,210,22,64,7,27,15,24,9,15,10,12,5,10,26
swanica01,Caleb Swanigan,POWER FORWARD,21,PORTLAND TRAIL BLAZERS,18,0,145,14,44,1,5,6,7,13,39,7,4,0,16,22
swanica01,Caleb Swanigan,POWER FORWARD,21,SACRAMENTO KINGS,3,0,33,4,9,0,2,0,2,4,8,4,2,1,2,6
tatumja01,Jayson Tatum,SMALL FORWARD,20,BOSTON CELTICS,79,79,2455,466,1036,116,311,195,228,70,407,168,84,57,122,168
teaguje01,Jeff Teague,POINT GUARD,30,MINNESOTA TIMBERWOLVES,42,41,1264,176,416,35,105,123,153,16,90,343,43,18,97,90
templga01,Garrett Temple,SHOOTING GUARD,32,MEMPHIS GRIZZLIES,49,49,1530,166,387,74,210,57,76,18,134,69,50,25,54,134
templga01,Garrett Temple,SHOOTING GUARD,32,LOS ANGELES CLIPPERS,26,6,510,42,106,16,54,23,31,10,54,37,26,5,16,70
teodomi01,Milos Teodosic,POINT GUARD,31,LOS ANGELES CLIPPERS,15,0,150,17,40,10,27,4,7,3,13,32,3,1,21,27
terreja01,Jared Terrell,SHOOTING GUARD,23,MINNESOTA TIMBERWOLVES,14,0,111,12,39,4,17,3,6,1,5,12,3,2,10,16
terryem01,Emanuel Terry,POWER FORWARD,22,PHOENIX SUNS,2,0,20,4,6,0,0,1,2,2,4,1,3,0,2,4
terryem01,Emanuel Terry,POWER FORWARD,22,MIAMI HEAT,1,0,3,0,1,0,0,1,2,1,0,1,0,0,0,0
theisda01,Daniel Theis,CENTER,26,BOSTON CELTICS,66,2,908,146,266,26,67,56,76,87,138,68,21,42,33,161
thomais02,Isaiah Thomas,SHOOTING GUARD,29,DENVER NUGGETS,12,0,181,34,99,12,43,17,27,5,8,23,5,1,18,17
thomakh01,Khyri Thomas,SHOOTING GUARD,22,DETROIT PISTONS,26,0,195,22,69,10,35,7,11,4,16,8,7,5,4,22
thomala01,Lance Thomas,POWER FORWARD,30,NEW YORK KNICKS,46,17,783,78,197,22,79,27,36,21,96,27,17,7,24,83
thompkl01,Klay Thompson,SHOOTING GUARD,28,GOLDEN STATE WARRIORS,78,78,2652,655,1402,241,599,129,158,37,262,186,84,47,115,157
thomptr01,Tristan Thompson,CENTER,27,CLEVELAND CAVALIERS,43,40,1198,201,380,0,0,68,106,173,265,86,28,16,59,89
thornsi01,Sindarius Thornwell,SHOOTING GUARD,24,LOS ANGELES CLIPPERS,64,1,313,17,49,3,15,25,34,5,39,18,14,7,20,41
tollian01,Anthony Tolliver,POWER FORWARD,33,MINNESOTA TIMBERWOLVES,65,0,1079,99,259,81,215,47,60,15,162,46,17,21,36,91
townska01,Karl-Anthony Towns,CENTER,23,MINNESOTA TIMBERWOLVES,77,77,2545,681,1314,142,355,376,450,263,691,259,67,125,240,292
trentga02,Gary Trent,SHOOTING GUARD,20,PORTLAND TRAIL BLAZERS,15,1,111,16,50,5,21,3,7,1,10,5,1,2,4,4
trieral01,Allonzo Trier,SHOOTING GUARD,23,NEW YORK KNICKS,64,3,1459,232,518,52,132,179,223,31,166,119,28,14,116,117
tuckepj01,P.J. Tucker,POWER FORWARD,33,HOUSTON ROCKETS,82,82,2802,207,523,146,387,41,59,121,358,96,132,39,63,252
turneev01,Evan Turner,POINT GUARD,30,PORTLAND TRAIL BLAZERS,73,2,1605,204,443,11,52,75,106,37,291,283,33,18,114,110
turnemy01,Myles Turner,CENTER,22,INDIANA PACERS,74,74,2119,380,780,76,196,148,201,101,430,115,60,199,100,195
udohek01,Ekpe Udoh,CENTER,31,UTAH JAZZ,51,1,320,50,72,0,0,19,30,27,63,28,10,31,13,36
ulisty01,Tyler Ulis,POINT GUARD,23,CHICAGO BULLS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
valanjo01,Jonas Valanciunas,CENTER,26,TORONTO RAPTORS,30,10,564,149,259,9,30,77,94,54,162,29,13,23,39,82
valanjo01,Jonas Valanciunas,CENTER,26,MEMPHIS GRIZZLIES,19,17,527,152,279,5,18,70,91,52,151,41,6,30,51,64
vandeja01,Jarred Vanderbilt,POWER FORWARD,19,DENVER NUGGETS,17,0,69,9,19,0,1,6,10,7,16,3,6,1,8,8
vanvlfr01,Fred VanVleet,POINT GUARD,24,TORONTO RAPTORS,64,28,1760,246,600,112,296,97,115,21,146,307,57,20,82,110
vonleno01,Noah Vonleh,POWER FORWARD,23,NEW YORK KNICKS,68,57,1722,207,440,46,137,111,156,113,415,129,46,51,88,174
vucevni01,Nikola Vucevic,CENTER,28,ORLANDO MAGIC,80,80,2510,701,1354,84,231,179,227,224,736,307,81,89,159,157
wadedw01,Dwyane Wade,SHOOTING GUARD,37,MIAMI HEAT,72,2,1885,416,960,86,261,165,233,69,216,301,59,38,166,118
wagnemo01,Moritz Wagner,CENTER,21,LOS ANGELES LAKERS,43,5,446,71,171,22,77,43,53,17,68,24,11,13,39,57
waitedi01,Dion Waiters,SHOOTING GUARD,27,MIAMI HEAT,44,28,1138,198,478,109,289,22,44,7,109,121,29,9,64,72
