team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,38,83,13,33,26,33,12,28,30,6,4,15,28
ATLANTA HAWKS,240,38,78,10,29,32,37,4,31,27,10,3,13,26
CLEVELAND CAVALIERS,240,45,84,16,30,15,20,5,36,22,7,6,11,20
BOSTON CELTICS,240,36,89,10,38,17,22,13,30,22,3,4,14,14
TORONTO RAPTORS,240,49,87,18,37,7,10,6,34,35,7,8,12,24
CHARLOTTE HORNETS,240,38,89,10,23,17,23,11,31,26,5,5,13,13
DALLAS MAVERICKS,240,38,93,10,31,11,16,12,40,26,6,4,14,25
HOUSTON ROCKETS,240,34,78,13,45,23,33,2,40,15,9,7,9,18
NEW YORK KNICKS,240,41,93,9,35,22,25,12,33,27,8,3,11,18
INDIANA PACERS,240,47,94,12,28,15,22,16,38,27,7,5,13,16
SACRAMENTO KINGS,240,42,88,10,25,12,17,15,28,17,12,2,18,23
MINNESOTA TIMBERWOLVES,240,37,74,9,24,28,32,8,29,29,10,5,16,17
MEMPHIS GRIZZLIES,240,32,82,6,28,22,24,12,35,21,4,5,17,32
OKLAHOMA CITY THUNDER,240,34,77,16,37,26,40,9,29,21,6,3,9,23
UTAH JAZZ,240,41,88,13,26,20,22,16,42,23,8,4,13,22
PORTLAND TRAIL BLAZERS,240,33,81,9,25,21,25,6,31,16,7,4,13,22
