team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,32,81,6,19,16,21,5,33,16,3,8,9,23
CHICAGO BULLS,240,34,82,10,24,25,28,9,43,22,6,4,12,23
BROOKLYN NETS,240,36,80,5,20,15,21,8,24,23,7,5,11,19
CLEVELAND CAVALIERS,240,45,82,15,29,12,20,11,32,32,2,3,11,17
ORLANDO MAGIC,240,40,87,9,28,13,14,11,30,28,12,5,18,24
DALLAS MAVERICKS,240,39,80,13,31,16,24,8,32,28,7,6,20,16
ATLANTA HAWKS,240,31,87,8,22,25,30,15,29,24,14,4,15,20
GOLDEN STATE WARRIORS,240,44,84,14,30,12,20,10,34,39,8,7,18,23
PORTLAND TRAIL BLAZERS,240,41,81,10,26,12,21,13,32,22,3,2,15,15
MIAMI HEAT,240,46,87,7,10,9,14,8,27,21,7,7,8,18
SAN ANTONIO SPURS,240,38,76,8,20,30,38,3,31,27,9,6,8,19
MILWAUKEE BUCKS,240,39,80,7,14,18,24,11,32,28,5,4,12,26
BOSTON CELTICS,240,44,84,13,34,17,28,11,28,32,10,5,20,28
OKLAHOMA CITY THUNDER,240,42,88,5,19,33,39,18,28,19,12,2,16,26
DETROIT PISTONS,240,29,88,8,26,17,19,18,33,18,8,7,18,18
PHILADELPHIA 76ERS,240,36,84,11,27,11,18,12,30,25,12,10,15,21
LOS ANGELES CLIPPERS,240,45,88,17,37,9,13,8,28,27,5,6,11,23
SACRAMENTO KINGS,240,38,79,3,17,26,32,9,35,18,7,0,10,18
MINNESOTA TIMBERWOLVES,240,42,87,6,17,10,15,12,33,21,7,4,18,20
TORONTO RAPTORS,240,35,79,12,29,23,27,8,31,25,6,3,12,15
WASHINGTON WIZARDS,240,33,63,6,11,16,23,6,35,16,4,3,21,21
UTAH JAZZ,240,34,82,4,22,12,24,14,22,21,9,5,9,19
